agrupacion_nombre,votos_cantidad,distrito_nombre
CONSENSO FEDERAL,491220,BUENOS AIRES
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,270196,BUENOS AIRES
FRENTE DE TODOS,5022109,BUENOS AIRES
FRENTE NOS,134066,BUENOS AIRES
JUNTOS POR EL CAMBIO,3687615,BUENOS AIRES
CONSENSO FEDERAL,9120,CATAMARCA
FRENTE DE TODOS,125797,CATAMARCA
GEM,3635,CATAMARCA
JUNTOS POR EL CAMBIO,69695,CATAMARCA
