agrupacion_nombre,votos_cantidad,distrito_nombre
FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,366657,Buenos Aires
JUNTOS POR EL CAMBIO,2511108,Buenos Aires
LA LIBERTAD AVANZA,2319085,Buenos Aires
UNION POR LA PATRIA,4233092,Buenos Aires
JUNTOS POR EL CAMBIO,44542,Catamarca
LA LIBERTAD AVANZA,46308,Catamarca
UNION POR LA PATRIA,107018,Catamarca
